date,open,high,low,close
2023-06-01 00:00:00,1.06936,1.06952,1.06856,1.06868
2023-06-01 01:00:00,1.06868,1.06934,1.06805,1.06915
2023-06-01 02:00:00,1.06915,1.0694,1.06882,1.06906
2023-06-01 03:00:00,1.06905,1.06935,1.06856,1.06872
2023-06-01 04:00:00,1.06873,1.06918,1.06814,1.06818
2023-06-01 05:00:00,1.06818,1.06849,1.06762,1.06774
2023-06-01 06:00:00,1.06774,1.06855,1.06735,1.06843
2023-06-01 07:00:00,1.06844,1.06868,1.0662,1.06704
2023-06-01 08:00:00,1.06703,1.0687,1.06647,1.06869
2023-06-01 09:00:00,1.0687,1.07099,1.0683,1.0709
2023-06-01 10:00:00,1.0709,1.07148,1.07008,1.0709
2023-06-01 11:00:00,1.0709,1.07155,1.07051,1.07063
2023-06-01 12:00:00,1.07062,1.07117,1.06848,1.07083
2023-06-01 13:00:00,1.07082,1.07313,1.07031,1.07292
2023-06-01 14:00:00,1.07296,1.0742,1.07213,1.07317
2023-06-01 15:00:00,1.07318,1.07538,1.07282,1.0751
2023-06-01 16:00:00,1.07509,1.07641,1.07479,1.07602
2023-06-01 17:00:00,1.07602,1.07646,1.07558,1.07644
2023-06-01 18:00:00,1.07643,1.07686,1.07616,1.07618
2023-06-01 19:00:00,1.07618,1.07631,1.0757,1.07626
2023-06-01 20:00:00,1.07626,1.07637,1.07589,1.07623
2023-06-01 21:00:00,1.07623,1.07626,1.07592,1.07607
2023-06-01 22:00:00,1.07607,1.07656,1.076,1.07656
2023-06-01 23:00:00,1.07656,1.07658,1.07597,1.07607
2023-06-02 00:00:00,1.07608,1.07645,1.07582,1.0762
2023-06-02 01:00:00,1.07619,1.07668,1.07589,1.07616
2023-06-02 02:00:00,1.07616,1.07672,1.07609,1.07656
2023-06-02 03:00:00,1.07656,1.07692,1.07636,1.0768
2023-06-02 04:00:00,1.07681,1.07687,1.0762,1.07632
2023-06-02 05:00:00,1.07633,1.07724,1.07621,1.07716
2023-06-02 06:00:00,1.07716,1.07792,1.07662,1.0771
2023-06-02 07:00:00,1.07711,1.07762,1.07603,1.07621
2023-06-02 08:00:00,1.0762,1.07772,1.07602,1.07743
2023-06-02 09:00:00,1.07744,1.07771,1.07604,1.07674
2023-06-02 10:00:00,1.07674,1.0775,1.07658,1.07674
2023-06-02 11:00:00,1.07674,1.07694,1.07578,1.07578
2023-06-02 12:00:00,1.07578,1.07672,1.07354,1.07478
2023-06-02 13:00:00,1.07478,1.0771,1.07406,1.07424
2023-06-02 14:00:00,1.07425,1.07498,1.07214,1.07235
2023-06-02 15:00:00,1.07235,1.073,1.07177,1.07232
2023-06-02 16:00:00,1.07233,1.07239,1.07088,1.07102
2023-06-02 17:00:00,1.07102,1.07158,1.07075,1.07102
2023-06-02 18:00:00,1.07102,1.07154,1.07058,1.07124
2023-06-02 19:00:00,1.07124,1.07144,1.07065,1.0708
2023-06-02 20:00:00,1.0708,1.07089,1.07054,1.07063
2023-06-02 21:00:00,1.07075,1.07106,1.07075,1.0708
2023-06-04 22:00:00,1.0708,1.07081,1.07013,1.07014
2023-06-04 23:00:00,1.07014,1.0702,1.0694,1.0697
2023-06-05 00:00:00,1.06972,1.06974,1.06905,1.06938
2023-06-05 01:00:00,1.0694,1.07018,1.0691,1.07016
2023-06-05 02:00:00,1.07016,1.07049,1.06987,1.07005
2023-06-05 03:00:00,1.07004,1.07044,1.06995,1.07028
2023-06-05 04:00:00,1.07027,1.07035,1.06967,1.07002
2023-06-05 05:00:00,1.07001,1.07038,1.06942,1.07016
2023-06-05 06:00:00,1.07015,1.07015,1.06893,1.06938
2023-06-05 07:00:00,1.06938,1.06996,1.06835,1.06901
2023-06-05 08:00:00,1.069,1.0698,1.06855,1.06961
2023-06-05 09:00:00,1.06962,1.06992,1.06902,1.06924
2023-06-05 10:00:00,1.06924,1.0695,1.0687,1.0693
2023-06-05 11:00:00,1.0693,1.06951,1.0685,1.06899
2023-06-05 12:00:00,1.06899,1.06918,1.06747,1.0679
2023-06-05 13:00:00,1.06789,1.06915,1.0678,1.06811
2023-06-05 14:00:00,1.06812,1.07226,1.06812,1.07108
2023-06-05 15:00:00,1.07108,1.07207,1.07034,1.07207
2023-06-05 16:00:00,1.07207,1.07213,1.07102,1.07118
2023-06-05 17:00:00,1.07117,1.07141,1.07075,1.0713
2023-06-05 18:00:00,1.0713,1.07174,1.0711,1.0714
2023-06-05 19:00:00,1.07139,1.07176,1.07114,1.07125
2023-06-05 20:00:00,1.07126,1.07134,1.07099,1.07128
2023-06-05 21:00:00,1.07148,1.07154,1.07114,1.07124
2023-06-05 22:00:00,1.07125,1.07146,1.07097,1.07138
2023-06-05 23:00:00,1.07137,1.07144,1.07076,1.07115
2023-06-06 00:00:00,1.07112,1.07171,1.071,1.07163
2023-06-06 01:00:00,1.07162,1.07172,1.0713,1.07158
2023-06-06 02:00:00,1.07158,1.07248,1.07156,1.07186
2023-06-06 03:00:00,1.07186,1.07195,1.07145,1.0716
2023-06-06 04:00:00,1.07161,1.07242,1.07152,1.07236
